,r_spotId,title,area_code,Unnamed: 0,date,avgTemp,highTemp,lowTemp,rainProb,weather,datetime,month,weekday,season,Unnamed: 0.1,contentsid,predict
78,8.0,가파도,1,12,2022-09-08,24.33333333333333,28,21,20,4,2022-09-08 00:00:00,September,3,fall,,,13.233257
2900,264.0,용눈이오름,6,73,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,13.227127
103,10.0,감따남,5,59,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,13.214899
246,23.0,고내포구,7,81,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,13.214141
621,57.0,노형수산시장,11,126,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,13.205249
4262,388.0,중문회어시장,5,60,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,13.185941
3970,361.0,제주조각공원,3,43,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,13.174056
3963,361.0,제주조각공원,3,36,2022-09-10,24.83333333333333,28,22,30,4,2022-09-10 00:00:00,September,5,fall,,,13.174056
4666,425.0,평대리해수욕장,6,68,2022-09-09,23.416666666666668,25,21,30,4,2022-09-09 00:00:00,September,4,fall,,,13.170883
4228,385.0,중문승마공원,5,59,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,13.156158
3736,340.0,제주올레10코스,1,18,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,13.136256
2372,216.0,신창풍차해안,9,106,2022-09-14,26.5,29,24,40,4,2022-09-14 00:00:00,September,2,fall,,,13.128883
625,57.0,노형수산시장,11,130,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,13.126878
4853,442.0,한라산,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,13.107697
3117,284.0,월정리해안도로,6,70,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,13.093561
2589,236.0,알뜨르비행장,1,15,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,13.086815
4064,370.0,제주허브동산,4,49,2022-09-12,25.0,27,23,40,4,2022-09-12 00:00:00,September,0,fall,,,13.084964
966,88.0,따라비오름,4,53,2022-09-16,25.0,27,23,40,4,2022-09-16 00:00:00,September,4,fall,,,13.068236
3095,282.0,월정리투명카약,6,70,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,13.064851
4852,442.0,한라산,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,13.061154
1169,107.0,바이나흐튼크리스마스박물관,3,36,2022-09-10,24.83333333333333,28,22,30,4,2022-09-10 00:00:00,September,5,fall,,,13.044876
1176,107.0,바이나흐튼크리스마스박물관,3,43,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,13.044876
356,33.0,구엄포구,7,81,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,13.032785
1368,125.0,빅볼랜드,7,81,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,13.029196
4731,431.0,플레이네이쳐,3,34,2022-09-08,24.58333333333333,28,21,20,4,2022-09-08 00:00:00,September,3,fall,,,13.027234
4960,451.0,한림매일시장,10,120,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,13.017277
3640,331.0,제주세계자연유산센터,8,98,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.977357
4266,388.0,중문회어시장,5,64,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,12.976428
109,10.0,감따남,5,65,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.971297
252,23.0,고내포구,7,87,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.970539
2336,213.0,신도포구,1,15,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.93979
4625,421.0,파더스가든,3,38,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,12.937139
4226,385.0,중문승마공원,5,57,2022-09-09,25.041666666666668,28,23,20,4,2022-09-09 00:00:00,September,4,fall,,,12.931221
1572,143.0,삼무공원,11,131,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.90923
623,57.0,노형수산시장,11,128,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,12.907043
718,66.0,답다니수국밭,5,58,2022-09-10,25.416666666666668,27,24,30,4,2022-09-10 00:00:00,September,5,fall,,,12.896545
2829,258.0,오조포구,2,24,2022-09-09,24.33333333333333,25,23,30,4,2022-09-09 00:00:00,September,4,fall,,,12.875191
4629,421.0,파더스가든,3,42,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,12.8587675
143,14.0,갯깍주상절리대,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,12.857089
4915,447.0,한라산어리목탐방안내소,11,130,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,12.856415
231,22.0,고근산,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,12.850162
2595,236.0,알뜨르비행장,1,21,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.843213
3101,282.0,월정리투명카약,6,76,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.821249
4190,381.0,종달항선착장,6,76,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.815472
4304,392.0,짱구네유채꽃밭,2,25,2022-09-10,25.0,26,24,30,4,2022-09-10 00:00:00,September,5,fall,,,12.805194
4066,370.0,제주허브동산,4,51,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,12.786757
56,6.0,M1971요트투어,1,12,2022-09-08,24.33333333333333,28,21,20,4,2022-09-08 00:00:00,September,3,fall,,,12.783886
3729,340.0,제주올레10코스,1,11,2022-09-07,22.6,24,22,0,4,2022-09-07 00:00:00,September,2,fall,,,12.777416
1737,158.0,서귀포자연휴양림매표소,5,65,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.770289
3370,307.0,제이엠그랑블루요트,5,59,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.7618
3601,328.0,제주보롬왓메밀밭축제,4,48,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.758491
3654,333.0,제주승마공원,7,79,2022-09-09,23.5,26,21,20,4,2022-09-09 00:00:00,September,4,fall,,,12.756675
4264,388.0,중문회어시장,5,62,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,12.756594
2446,223.0,신흥해수욕장,8,92,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.753845
2356,215.0,신양섭지해수욕장,2,24,2022-09-09,24.33333333333333,25,23,30,4,2022-09-09 00:00:00,September,4,fall,,,12.750009
3089,281.0,월령포구,10,119,2022-09-16,25.0,27,23,40,4,2022-09-16 00:00:00,September,4,fall,,,12.746723
386,36.0,궷물오름,7,78,2022-09-08,23.541666666666668,26,21,20,4,2022-09-08 00:00:00,September,3,fall,,,12.733209
596,55.0,노루생태관찰원,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.725746
2731,249.0,엉알해안산책로,9,102,2022-09-10,24.041666666666668,26,22,30,4,2022-09-10 00:00:00,September,5,fall,,,12.725478
817,75.0,도두봉전망대,11,124,2022-09-10,24.08333333333333,26,23,30,4,2022-09-10 00:00:00,September,5,fall,,,12.709772
595,55.0,노루생태관찰원,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.679204
962,88.0,따라비오름,4,49,2022-09-12,25.0,27,23,40,4,2022-09-12 00:00:00,September,0,fall,,,12.6772585
2191,200.0,쇠소깍해변,5,57,2022-09-09,25.041666666666668,28,23,20,4,2022-09-09 00:00:00,September,4,fall,,,12.658798
3544,323.0,제주민속오일장입구,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
4490,409.0,캐니언파크제주,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
4919,448.0,한라생태숲,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
1421,130.0,사라봉공원,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
3379,308.0,제주4.3평화공원,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
3203,292.0,이승악오름,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
4545,414.0,탑동광장,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
4314,393.0,차귀도,9,101,2022-09-09,23.83333333333333,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
2983,272.0,용연계곡,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
2268,207.0,수월봉전기자전거,9,101,2022-09-09,23.83333333333333,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
2455,224.0,싱계물공원,9,101,2022-09-09,23.83333333333333,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
2675,244.0,어영소공원,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
2664,243.0,어승생악,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
5282,481.0,힐링카약파크비체올린,9,101,2022-09-09,23.83333333333333,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
2598,237.0,알작지,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
3445,314.0,제주도립미술관,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
3918,357.0,제주유리의성,9,101,2022-09-09,23.83333333333333,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
1685,154.0,생각하는정원,9,101,2022-09-09,23.83333333333333,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
4325,394.0,차귀도달래배낚시,9,101,2022-09-09,23.83333333333333,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
3489,318.0,제주러브랜드,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
4369,398.0,천왕사,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
3313,302.0,저지오름,9,101,2022-09-09,23.83333333333333,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
2972,271.0,용수리포구,9,101,2022-09-09,23.83333333333333,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
992,91.0,레포츠공원,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.651135
2254,205.0,수산저수지,7,87,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.650149
4627,421.0,파더스가든,3,40,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,12.638933
4913,447.0,한라산어리목탐방안내소,11,128,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,12.63658
111,11.0,강정마을해안도로,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.619813
3441,313.0,제주도립김창열미술관,9,108,2022-09-16,25.0,27,23,40,4,2022-09-16 00:00:00,September,4,fall,,,12.615845
2277,208.0,수월봉전망대,9,99,2022-09-07,23.0,23,23,0,4,2022-09-07 00:00:00,September,2,fall,,,12.611216
2113,193.0,소천지,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.6067705
3873,353.0,제주올레7코스,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
133,13.0,강정포구,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
3488,318.0,제주러브랜드,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
4489,409.0,캐니언파크제주,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
3444,314.0,제주도립미술관,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
4544,414.0,탑동광장,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
2597,237.0,알작지,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
3378,308.0,제주4.3평화공원,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
2619,239.0,액트몬제주중문점,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
3191,291.0,유채꽃프라자,4,45,2022-09-08,23.95833333333333,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
1420,130.0,사라봉공원,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
3202,292.0,이승악오름,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
991,91.0,레포츠공원,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
859,79.0,돈내코유원지,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
4368,398.0,천왕사,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
738,68.0,대유랜드,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
1266,116.0,보목포구,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
2300,210.0,"숨,도",5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
2674,244.0,어영소공원,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
562,52.0,낙타트래킹,4,45,2022-09-08,23.95833333333333,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
2036,186.0,세리월드,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
3543,323.0,제주민속오일장입구,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
1288,118.0,붉은오름,4,45,2022-09-08,23.95833333333333,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
2663,243.0,어승생악,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
4654,424.0,퍼시픽리솜,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
4918,448.0,한라생태숲,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
89,9.0,감귤박물관,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
2982,272.0,용연계곡,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.604593
1566,143.0,삼무공원,11,125,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.603966
5003,455.0,한림항도선대합실,10,119,2022-09-16,25.0,27,23,40,4,2022-09-16 00:00:00,September,4,fall,,,12.560003
3237,295.0,이호랜드방파제등대,11,124,2022-09-10,24.08333333333333,26,23,30,4,2022-09-10 00:00:00,September,5,fall,,,12.55407
4238,386.0,중문카트,5,58,2022-09-10,25.416666666666668,27,24,30,4,2022-09-10 00:00:00,September,5,fall,,,12.54649
2248,205.0,수산저수지,7,81,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.532754
3607,328.0,제주보롬왓메밀밭축제,4,54,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.514889
2452,223.0,신흥해수욕장,8,98,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.510253
4096,373.0,조은승마장,3,37,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.50483
102,10.0,감따남,5,58,2022-09-10,25.416666666666668,27,24,30,4,2022-09-10 00:00:00,September,5,fall,,,12.501949
3421,312.0,제주다원녹차미로공원,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,12.489931
1500,137.0,산방산유람선,3,37,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.488365
2410,220.0,신화워터파크,3,34,2022-09-08,24.58333333333333,28,21,20,4,2022-09-08 00:00:00,September,3,fall,,,12.472641
2732,249.0,엉알해안산책로,9,103,2022-09-11,25.5,28,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.469467
4911,447.0,한라산어리목탐방안내소,11,126,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,12.458557
873,80.0,돌하르방미술관,8,92,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.45453
1809,165.0,서문공설시장,11,126,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,12.44571
3075,280.0,월령선인장군락지,10,116,2022-09-13,25.5,28,23,80,4,2022-09-13 00:00:00,September,1,fall,,,12.444859
267,25.0,고스트타운,7,80,2022-09-10,24.0,26,22,30,4,2022-09-10 00:00:00,September,5,fall,,,12.434904
1661,152.0,새섬,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,12.430336
3962,361.0,제주조각공원,3,35,2022-09-09,24.291666666666668,28,21,20,4,2022-09-09 00:00:00,September,4,fall,,,12.428866
3081,281.0,월령포구,10,111,2022-09-08,23.541666666666668,27,20,20,4,2022-09-08 00:00:00,September,3,fall,,,12.422393
3655,333.0,제주승마공원,7,80,2022-09-10,24.0,26,22,30,4,2022-09-10 00:00:00,September,5,fall,,,12.4183235
213,20.0,걸어가는늑대들,8,92,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.41155
4061,370.0,제주허브동산,4,46,2022-09-09,23.916666666666668,26,22,30,4,2022-09-09 00:00:00,September,4,fall,,,12.392398
3220,293.0,이중섭거리,5,63,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,12.369328
1813,165.0,서문공설시장,11,130,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,12.367339
3085,281.0,월령포구,10,115,2022-09-12,25.5,28,23,40,4,2022-09-12 00:00:00,September,0,fall,,,12.355746
362,33.0,구엄포구,7,87,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.354798
198,19.0,걸매생태공원,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,12.338651
4172,380.0,종달리해안도로,6,69,2022-09-10,24.125,25,23,30,4,2022-09-10 00:00:00,September,5,fall,,,12.319567
520,48.0,김녕요트투어,6,69,2022-09-10,24.125,25,23,30,4,2022-09-10 00:00:00,September,5,fall,,,12.319567
1246,114.0,별방진,6,69,2022-09-10,24.125,25,23,30,4,2022-09-10 00:00:00,September,5,fall,,,12.319567
4414,402.0,청굴물,6,69,2022-09-10,24.125,25,23,30,4,2022-09-10 00:00:00,September,5,fall,,,12.319567
4271,389.0,지미봉,6,69,2022-09-10,24.125,25,23,30,4,2022-09-10 00:00:00,September,5,fall,,,12.319567
354,33.0,구엄포구,7,79,2022-09-09,23.5,26,21,20,4,2022-09-09 00:00:00,September,4,fall,,,12.315135
5050,460.0,해녀의부엌,6,67,2022-09-08,23.5,26,21,20,4,2022-09-08 00:00:00,September,3,fall,,,12.3126
1343,123.0,비양도선착장,10,111,2022-09-08,23.541666666666668,27,20,20,4,2022-09-08 00:00:00,September,3,fall,,,12.294678
1611,147.0,상가리야자숲,7,82,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,12.272769
4952,451.0,한림매일시장,10,112,2022-09-09,23.166666666666668,26,20,20,4,2022-09-09 00:00:00,September,4,fall,,,12.272087
1144,105.0,미로공원,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,12.269532
369,34.0,국립제주박물관,11,127,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,12.259483
256,24.0,고성오일시장,2,25,2022-09-10,25.0,26,24,30,4,2022-09-10 00:00:00,September,5,fall,,,12.229189
2738,249.0,엉알해안산책로,9,109,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.225865
244,23.0,고내포구,7,79,2022-09-09,23.5,26,21,20,4,2022-09-09 00:00:00,September,4,fall,,,12.225349
879,80.0,돌하르방미술관,8,98,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.210928
4444,405.0,초콜릿랜드,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,12.207105
1615,147.0,상가리야자숲,7,86,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,12.194398
682,63.0,다이나믹메이즈성읍점,4,44,2022-09-07,22.4,23,22,0,4,2022-09-07 00:00:00,September,2,fall,,,12.177421
2098,191.0,소인국테마파크,3,41,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,12.174196
4999,455.0,한림항도선대합실,10,115,2022-09-12,25.5,28,23,40,4,2022-09-12 00:00:00,September,0,fall,,,12.169026
1915,175.0,성산세화해안도로,6,67,2022-09-08,23.5,26,21,20,4,2022-09-08 00:00:00,September,3,fall,,,12.166896
965,88.0,따라비오름,4,52,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,12.162832
2710,247.0,엉덩물계곡,5,59,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.161711
1506,137.0,산방산유람선,3,43,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.153186
1499,137.0,산방산유람선,3,36,2022-09-10,24.83333333333333,28,22,30,4,2022-09-10 00:00:00,September,5,fall,,,12.153186
3613,329.0,제주불빛정원,7,82,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,12.149549
1811,165.0,서문공설시장,11,128,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,12.147505
2827,258.0,오조포구,2,22,2022-09-07,23.4,24,23,0,4,2022-09-07 00:00:00,September,2,fall,,,12.14464
3433,313.0,제주도립김창열미술관,9,100,2022-09-08,23.791666666666668,26,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.142614
2930,267.0,용담포구,11,125,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.142467
4042,368.0,제주해녀박물관,6,71,2022-09-12,25.0,27,23,40,4,2022-09-12 00:00:00,September,0,fall,,,12.133648
274,25.0,고스트타운,7,87,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.133613
4701,428.0,표선민속오일시장,4,48,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.115777
3291,300.0,자구리문화예술공원,5,57,2022-09-09,25.041666666666668,28,23,20,4,2022-09-09 00:00:00,September,4,fall,,,12.110776
2587,236.0,알뜨르비행장,1,13,2022-09-09,24.041666666666668,28,21,20,4,2022-09-09 00:00:00,September,4,fall,,,12.098022
4070,371.0,제주현대미술관,9,99,2022-09-07,23.0,23,23,0,4,2022-09-07 00:00:00,September,2,fall,,,12.096343
2901,264.0,용눈이오름,6,74,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,12.089525
1840,168.0,서프라이즈테마파크,8,91,2022-09-10,23.25,24,22,30,4,2022-09-10 00:00:00,September,5,fall,,,12.085506
1004,92.0,렛츠런파크제주,8,91,2022-09-10,23.25,24,22,30,4,2022-09-10 00:00:00,September,5,fall,,,12.085506
916,84.0,동백동산,8,91,2022-09-10,23.25,24,22,30,4,2022-09-10 00:00:00,September,5,fall,,,12.085506
1554,142.0,삼다수숲길,8,91,2022-09-10,23.25,24,22,30,4,2022-09-10 00:00:00,September,5,fall,,,12.085506
168,16.0,거문오름탐방안내소,8,91,2022-09-10,23.25,24,22,30,4,2022-09-10 00:00:00,September,5,fall,,,12.085506
4359,397.0,창꼼,8,91,2022-09-10,23.25,24,22,30,4,2022-09-10 00:00:00,September,5,fall,,,12.085506
4117,375.0,조천함덕해안도로,8,91,2022-09-10,23.25,24,22,30,4,2022-09-10 00:00:00,September,5,fall,,,12.085506
4240,386.0,중문카트,5,60,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,12.077608
1072,98.0,머체왓숲길,0,5,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,12.07232
3617,329.0,제주불빛정원,7,86,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,12.0711775
4353,396.0,차귀도포구,9,107,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,12.063914
3327,303.0,점보빌리지,3,38,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,12.063593
4856,442.0,한라산,11,126,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,12.059867
1575,144.0,삼성혈,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,12.059818
3087,281.0,월령포구,10,117,2022-09-14,26.5,29,24,40,4,2022-09-14 00:00:00,September,2,fall,,,12.057541
4564,415.0,태웃개,0,10,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,12.05164
1366,125.0,빅볼랜드,7,79,2022-09-09,23.5,26,21,20,4,2022-09-09 00:00:00,September,4,fall,,,12.040404
1203,110.0,방림원,9,103,2022-09-11,25.5,28,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.030715
4954,451.0,한림매일시장,10,114,2022-09-11,25.5,28,23,40,4,2022-09-11 00:00:00,September,6,fall,,,12.028217
2354,215.0,신양섭지해수욕장,2,22,2022-09-07,23.4,24,23,0,4,2022-09-07 00:00:00,September,2,fall,,,12.019458
1574,144.0,삼성혈,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,12.013275
3737,340.0,제주올레10코스,1,19,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,11.998654
1340,122.0,비양도,10,119,2022-09-16,25.0,27,23,40,4,2022-09-16 00:00:00,September,4,fall,,,11.994283
3925,357.0,제주유리의성,9,108,2022-09-16,25.0,27,23,40,4,2022-09-16 00:00:00,September,4,fall,,,11.994283
