,r_spotId,title,area_code,Unnamed: 0,date,avgTemp,highTemp,lowTemp,rainProb,weather,datetime,month,weekday,season,Unnamed: 0.1,contentsid,predict
2889,263.0,외돌개,5,62,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,30.71927
834,76.0,도두항,11,130,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,30.659435
227,21.0,검멀레해수욕장,2,29,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,30.582666
2265,206.0,수월봉,9,109,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,30.563566
5133,467.0,홍조단괴해빈,2,29,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,30.500134
3689,336.0,제주실탄사격장,5,59,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,30.455696
4809,438.0,하우목동항,2,24,2022-09-09,24.33333333333333,25,23,30,4,2022-09-09 00:00:00,September,4,fall,,,30.452646
832,76.0,도두항,11,128,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,30.439602
1229,112.0,백약이오름,4,52,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,30.408802
2256,206.0,수월봉,9,100,2022-09-08,23.791666666666668,26,22,20,4,2022-09-08 00:00:00,September,3,fall,,,30.395252
4747,432.0,피규어뮤지엄제주,3,39,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,30.34701
2635,240.0,액티브파크,10,116,2022-09-13,25.5,28,23,80,4,2022-09-13 00:00:00,September,1,fall,,,30.321678
1748,159.0,서귀포잠수함,5,65,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,30.2544
3913,356.0,제주워터서커스,6,74,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,30.240381
2632,240.0,액티브파크,10,113,2022-09-10,23.875,26,21,30,4,2022-09-10 00:00:00,September,5,fall,,,30.233648
3695,336.0,제주실탄사격장,5,65,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,30.212101
1281,117.0,본태박물관,3,38,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,30.13344
1786,163.0,서귀포향토오일시장,5,59,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,30.117378
5213,474.0,화조원,7,87,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,30.101765
191,18.0,건강과성박물관,3,37,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,30.091688
2349,214.0,신비의도로,11,127,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,30.069883
502,46.0,김녕미로공원,6,73,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,30.028296
4993,454.0,한림항,10,120,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,29.976055
224,21.0,검멀레해수욕장,2,26,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,29.951302
1278,117.0,본태박물관,3,35,2022-09-09,24.291666666666668,28,21,20,4,2022-09-09 00:00:00,September,4,fall,,,29.930508
1791,163.0,서귀포향토오일시장,5,64,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,29.853718
4900,446.0,한라산등산로영실탐방로,5,60,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,29.771954
3072,280.0,월령선인장군락지,10,113,2022-09-10,23.875,26,21,30,4,2022-09-10 00:00:00,September,5,fall,,,29.728884
230,21.0,검멀레해수욕장,2,32,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,29.707705
4904,446.0,한라산등산로영실탐방로,5,64,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,29.693586
593,54.0,넥슨컴퓨터박물관,11,131,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,29.664455
1771,162.0,서귀포항,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,29.62076
2006,183.0,성읍민속마을,4,48,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,29.600496
2890,263.0,외돌개,5,63,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,29.581665
2996,273.0,용연구름다리,11,125,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,29.559303
2005,183.0,성읍민속마을,4,47,2022-09-10,24.666666666666668,26,24,30,4,2022-09-10 00:00:00,September,5,fall,,,29.53269
4902,446.0,한라산등산로영실탐방로,5,62,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,29.473753
228,21.0,검멀레해수욕장,2,30,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,29.445059
2058,188.0,세화민속오일시장,6,67,2022-09-08,23.5,26,21,20,4,2022-09-08 00:00:00,September,3,fall,,,29.414288
5134,467.0,홍조단괴해빈,2,30,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,29.362528
3002,273.0,용연구름다리,11,131,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,29.315706
1319,120.0,브릭캠퍼스제주,11,131,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,29.297798
5165,470.0,화순금모래해변,3,39,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,29.266308
1313,120.0,브릭캠퍼스제주,11,125,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,29.210615
1115,102.0,무민랜드제주,3,37,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,29.210548
220,21.0,검멀레해수욕장,2,22,2022-09-07,23.4,24,23,0,4,2022-09-07 00:00:00,September,2,fall,,,29.209194
833,76.0,도두항,11,129,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,29.190228
4565,416.0,테디베어뮤지엄제주,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,29.16732
3688,336.0,제주실탄사격장,5,58,2022-09-10,25.416666666666668,27,24,30,4,2022-09-10 00:00:00,September,5,fall,,,29.159061
2255,206.0,수월봉,9,99,2022-09-07,23.0,23,23,0,4,2022-09-07 00:00:00,September,2,fall,,,29.158028
221,21.0,검멀레해수욕장,2,23,2022-09-08,24.33333333333333,26,23,20,4,2022-09-08 00:00:00,September,3,fall,,,29.003443
2528,230.0,아부오름,6,75,2022-09-16,25.0,27,23,40,4,2022-09-16 00:00:00,September,4,fall,,,28.964787
1678,153.0,새연교,5,61,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,28.962307
4835,440.0,한담해변,7,83,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,28.953165
503,46.0,김녕미로공원,6,74,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,28.89069
3687,336.0,제주실탄사격장,5,57,2022-09-09,25.041666666666668,28,23,20,4,2022-09-09 00:00:00,September,4,fall,,,28.838245
1277,117.0,본태박물관,3,34,2022-09-08,24.58333333333333,28,21,20,4,2022-09-08 00:00:00,September,3,fall,,,28.800425
5217,475.0,환상숲곶자왈공원,9,102,2022-09-10,24.041666666666668,26,22,30,4,2022-09-10 00:00:00,September,5,fall,,,28.7688
1084,99.0,메이즈랜드,6,72,2022-09-13,25.0,27,23,80,4,2022-09-13 00:00:00,September,1,fall,,,28.747076
3905,356.0,제주워터서커스,6,66,2022-09-07,22.0,22,22,0,4,2022-09-07 00:00:00,September,2,fall,,,28.74326
1788,163.0,서귀포향토오일시장,5,61,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,28.718271
2637,240.0,액티브파크,10,118,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,28.686213
1722,157.0,서귀포자연휴양림,5,61,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,28.67762
5208,474.0,화조원,7,82,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,28.665539
1276,117.0,본태박물관,3,33,2022-09-07,22.8,23,22,0,4,2022-09-07 00:00:00,September,2,fall,,,28.642149
5212,474.0,화조원,7,86,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,28.58717
2524,230.0,아부오름,6,71,2022-09-12,25.0,27,23,40,4,2022-09-12 00:00:00,September,0,fall,,,28.573805
5218,475.0,환상숲곶자왈공원,9,103,2022-09-11,25.5,28,23,40,4,2022-09-11 00:00:00,September,6,fall,,,28.53303
1784,163.0,서귀포향토오일시장,5,57,2022-09-09,25.041666666666668,28,23,20,4,2022-09-09 00:00:00,September,4,fall,,,28.499933
1790,163.0,서귀포향토오일시장,5,63,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,28.496283
5135,467.0,홍조단괴해빈,2,31,2022-09-16,25.0,27,23,40,4,2022-09-16 00:00:00,September,4,fall,,,28.450808
4406,401.0,천진항,2,28,2022-09-13,25.0,27,23,80,4,2022-09-13 00:00:00,September,1,fall,,,28.38469
5210,474.0,화조원,7,84,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,28.367338
4903,446.0,한라산등산로영실탐방로,5,63,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,28.336145
4778,435.0,하도해수욕장,6,70,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,28.29856
825,76.0,도두항,11,121,2022-09-07,23.4,24,23,0,4,2022-09-07 00:00:00,September,2,fall,,,28.296831
5224,475.0,환상숲곶자왈공원,9,109,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,28.289434
2526,230.0,아부오름,6,73,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,28.275604
4863,443.0,한라산국립공원,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,28.239603
2995,273.0,용연구름다리,11,124,2022-09-10,24.08333333333333,26,23,30,4,2022-09-10 00:00:00,September,5,fall,,,28.232164
5206,474.0,화조원,7,80,2022-09-10,24.0,26,22,30,4,2022-09-10 00:00:00,September,5,fall,,,28.192255
809,74.0,도두봉,11,127,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,28.181667
753,69.0,대정5일시장,1,16,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,28.06754
5131,467.0,홍조단괴해빈,2,27,2022-09-12,25.0,27,23,40,4,2022-09-12 00:00:00,September,0,fall,,,28.059826
4784,435.0,하도해수욕장,6,76,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,28.054962
1114,102.0,무민랜드제주,3,36,2022-09-10,24.83333333333333,28,22,30,4,2022-09-10 00:00:00,September,5,fall,,,28.020348
592,54.0,넥슨컴퓨터박물관,11,130,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,27.988844
2522,230.0,아부오름,6,69,2022-09-10,24.125,25,23,30,4,2022-09-10 00:00:00,September,5,fall,,,27.97226
2562,233.0,안덕계곡,3,43,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,27.952284
673,62.0,다랑쉬오름,6,68,2022-09-09,23.416666666666668,25,21,30,4,2022-09-09 00:00:00,September,4,fall,,,27.94889
1304,119.0,붉은오름자연휴양림,4,50,2022-09-13,25.0,27,23,80,4,2022-09-13 00:00:00,September,1,fall,,,27.93649
2003,183.0,성읍민속마을,4,45,2022-09-08,23.95833333333333,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,27.903032
189,18.0,건강과성박물관,3,35,2022-09-09,24.291666666666668,28,21,20,4,2022-09-09 00:00:00,September,4,fall,,,27.878334
10,1.0,1100고지 코스,5,65,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,27.841396
3405,310.0,제주공룡랜드,7,83,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,27.814756
4987,454.0,한림항,10,114,2022-09-11,25.5,28,23,40,4,2022-09-11 00:00:00,September,6,fall,,,27.774786
590,54.0,넥슨컴퓨터박물관,11,128,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,27.76901
1312,120.0,브릭캠퍼스제주,11,124,2022-09-10,24.08333333333333,26,23,30,4,2022-09-10 00:00:00,September,5,fall,,,27.719522
3686,336.0,제주실탄사격장,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,27.708162
4813,438.0,하우목동항,2,28,2022-09-13,25.0,27,23,80,4,2022-09-13 00:00:00,September,1,fall,,,27.679241
1738,159.0,서귀포잠수함,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,27.673414
2061,188.0,세화민속오일시장,6,70,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,27.564613
2519,230.0,아부오름,6,66,2022-09-07,22.0,22,22,0,4,2022-09-07 00:00:00,September,2,fall,,,27.542091
4866,443.0,한라산국립공원,11,125,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,27.540667
3071,280.0,월령선인장군락지,10,112,2022-09-09,23.166666666666668,26,20,20,4,2022-09-09 00:00:00,September,4,fall,,,27.515104
4895,446.0,한라산등산로영실탐방로,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,27.473494
2264,206.0,수월봉,9,108,2022-09-16,25.0,27,23,40,4,2022-09-16 00:00:00,September,4,fall,,,27.449314
5216,475.0,환상숲곶자왈공원,9,101,2022-09-09,23.83333333333333,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,27.394945
190,18.0,건강과성박물관,3,36,2022-09-10,24.83333333333333,28,22,30,4,2022-09-10 00:00:00,September,5,fall,,,27.293928
1113,102.0,무민랜드제주,3,35,2022-09-09,24.291666666666668,28,21,20,4,2022-09-09 00:00:00,September,4,fall,,,27.275158
3070,280.0,월령선인장군락지,10,111,2022-09-08,23.541666666666668,27,20,20,4,2022-09-08 00:00:00,September,3,fall,,,27.245998
5211,474.0,화조원,7,85,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,27.229733
2527,230.0,아부오름,6,74,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,27.137999
5130,467.0,홍조단괴해빈,2,26,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,27.08192
2260,206.0,수월봉,9,104,2022-09-12,25.5,28,23,40,4,2022-09-12 00:00:00,September,0,fall,,,27.058332
497,46.0,김녕미로공원,6,68,2022-09-09,23.416666666666668,25,21,30,4,2022-09-09 00:00:00,September,4,fall,,,27.04894
5126,467.0,홍조단괴해빈,2,22,2022-09-07,23.4,24,23,0,4,2022-09-07 00:00:00,September,2,fall,,,27.046421
1792,163.0,서귀포향토오일시장,5,65,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,27.035748
5129,467.0,홍조단괴해빈,2,25,2022-09-10,25.0,26,24,30,4,2022-09-10 00:00:00,September,5,fall,,,27.022835
2011,183.0,성읍민속마을,4,53,2022-09-16,25.0,27,23,40,4,2022-09-16 00:00:00,September,4,fall,,,26.861835
4992,454.0,한림항,10,119,2022-09-16,25.0,27,23,40,4,2022-09-16 00:00:00,September,4,fall,,,26.861805
3148,287.0,위미항,0,2,2022-09-09,23.75,27,21,20,4,2022-09-09 00:00:00,September,4,fall,,,26.819942
1285,117.0,본태박물관,3,42,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,26.816805
1641,150.0,새별오름나홀로나무,7,79,2022-09-09,23.5,26,21,20,4,2022-09-09 00:00:00,September,4,fall,,,26.794897
3722,339.0,제주여미지식물원,5,59,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,26.779669
2262,206.0,수월봉,9,106,2022-09-14,26.5,29,24,40,4,2022-09-14 00:00:00,September,2,fall,,,26.760132
5044,459.0,항몽유적지,7,83,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,26.750063
1643,150.0,새별오름나홀로나무,7,81,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,26.748463
188,18.0,건강과성박물관,3,34,2022-09-08,24.58333333333333,28,21,20,4,2022-09-08 00:00:00,September,3,fall,,,26.748251
4969,452.0,한림민속오일시장,10,118,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,26.734539
1121,102.0,무민랜드제주,3,43,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,26.690481
591,54.0,넥슨컴퓨터박물관,11,129,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,26.631407
1016,93.0,마라도가는여객선,1,15,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,26.621431
1283,117.0,본태박물관,3,40,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,26.596972
498,46.0,김녕미로공원,6,69,2022-09-10,24.125,25,23,30,4,2022-09-10 00:00:00,September,5,fall,,,26.579504
380,35.0,군산오름,3,39,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,26.568666
5221,475.0,환상숲곶자왈공원,9,106,2022-09-14,26.5,29,24,40,4,2022-09-14 00:00:00,September,2,fall,,,26.565674
1851,169.0,선녀와나무꾼테마공원,8,91,2022-09-10,23.25,24,22,30,4,2022-09-10 00:00:00,September,5,fall,,,26.565224
0,1.0,1100고지 코스,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,26.553286
2007,183.0,성읍민속마을,4,49,2022-09-12,25.0,27,23,40,4,2022-09-12 00:00:00,September,0,fall,,,26.470854
4988,454.0,한림항,10,115,2022-09-12,25.5,28,23,40,4,2022-09-12 00:00:00,September,0,fall,,,26.470821
1314,120.0,브릭캠퍼스제주,11,126,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,26.458399
589,54.0,넥슨컴퓨터박물관,11,127,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,26.395536
1311,120.0,브릭캠퍼스제주,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,26.345667
1640,150.0,새별오름나홀로나무,7,78,2022-09-08,23.541666666666668,26,21,20,4,2022-09-08 00:00:00,September,3,fall,,,26.324192
4569,416.0,테디베어뮤지엄제주,5,59,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,26.315695
197,18.0,건강과성박물관,3,43,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,26.286892
2631,240.0,액티브파크,10,112,2022-09-09,23.166666666666668,26,20,20,4,2022-09-09 00:00:00,September,4,fall,,,26.277945
4865,443.0,한라산국립공원,11,124,2022-09-10,24.08333333333333,26,23,30,4,2022-09-10 00:00:00,September,5,fall,,,26.21353
2004,183.0,성읍민속마을,4,46,2022-09-09,23.916666666666668,26,22,30,4,2022-09-09 00:00:00,September,4,fall,,,26.209175
2009,183.0,성읍민속마을,4,51,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,26.172653
4990,454.0,한림항,10,117,2022-09-14,26.5,29,24,40,4,2022-09-14 00:00:00,September,2,fall,,,26.172625
675,62.0,다랑쉬오름,6,70,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,26.147158
1112,102.0,무민랜드제주,3,34,2022-09-08,24.58333333333333,28,21,20,4,2022-09-08 00:00:00,September,3,fall,,,26.145073
1742,159.0,서귀포잠수함,5,59,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,26.124292
3690,336.0,제주실탄사격장,5,60,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,26.123178
4575,416.0,테디베어뮤지엄제주,5,65,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,26.072102
3721,339.0,제주여미지식물원,5,58,2022-09-10,25.416666666666668,27,24,30,4,2022-09-10 00:00:00,September,5,fall,,,26.066725
1849,169.0,선녀와나무꾼테마공원,8,89,2022-09-08,23.125,25,21,20,4,2022-09-08 00:00:00,September,3,fall,,,26.055609
3694,336.0,제주실탄사격장,5,64,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,26.044811
2994,273.0,용연구름다리,11,123,2022-09-09,24.25,26,22,20,4,2022-09-09 00:00:00,September,4,fall,,,26.039694
1111,102.0,무민랜드제주,3,33,2022-09-07,22.8,23,22,0,4,2022-09-07 00:00:00,September,2,fall,,,26.017372
4872,443.0,한라산국립공원,11,131,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,25.996744
2993,273.0,용연구름다리,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,25.993155
1850,169.0,선녀와나무꾼테마공원,8,90,2022-09-09,22.875,25,21,30,4,2022-09-09 00:00:00,September,4,fall,,,25.97
856,78.0,돈내코계곡,5,64,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,25.963253
681,62.0,다랑쉬오름,6,76,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,25.903563
3150,287.0,위미항,0,4,2022-09-11,25.0,27,23,40,4,2022-09-11 00:00:00,September,6,fall,,,25.89635
5136,467.0,홍조단괴해빈,2,32,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,25.837215
2997,273.0,용연구름다리,11,126,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,25.81048
850,78.0,돈내코계곡,5,58,2022-09-10,25.416666666666668,27,24,30,4,2022-09-10 00:00:00,September,5,fall,,,25.790064
4964,452.0,한림민속오일시장,10,113,2022-09-10,23.875,26,21,30,4,2022-09-10 00:00:00,September,5,fall,,,25.785118
854,78.0,돈내코계곡,5,62,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,25.743418
3001,273.0,용연구름다리,11,130,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,25.732111
1318,120.0,브릭캠퍼스제주,11,130,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,25.714203
226,21.0,검멀레해수욕장,2,28,2022-09-13,25.0,27,23,80,4,2022-09-13 00:00:00,September,1,fall,,,25.709492
3073,280.0,월령선인장군락지,10,114,2022-09-11,25.5,28,23,40,4,2022-09-11 00:00:00,September,6,fall,,,25.681044
3911,356.0,제주워터서커스,6,72,2022-09-13,25.0,27,23,80,4,2022-09-13 00:00:00,September,1,fall,,,25.668142
5128,467.0,홍조단괴해빈,2,24,2022-09-09,24.33333333333333,25,23,30,4,2022-09-09 00:00:00,September,4,fall,,,25.661844
3156,287.0,위미항,0,10,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,25.652756
2263,206.0,수월봉,9,107,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,25.622526
4568,416.0,테디베어뮤지엄제주,5,58,2022-09-10,25.416666666666668,27,24,30,4,2022-09-10 00:00:00,September,5,fall,,,25.602753
1227,112.0,백약이오름,4,50,2022-09-13,25.0,27,23,80,4,2022-09-13 00:00:00,September,1,fall,,,25.540136
5215,475.0,환상숲곶자왈공원,9,100,2022-09-08,23.791666666666668,26,22,20,4,2022-09-08 00:00:00,September,3,fall,,,25.533806
1316,120.0,브릭캠퍼스제주,11,128,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,25.49437
1310,120.0,브릭캠퍼스제주,11,122,2022-09-08,24.5,27,22,20,4,2022-09-08 00:00:00,September,3,fall,,,25.483297
1284,117.0,본태박물관,3,41,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,25.459366
3079,280.0,월령선인장군락지,10,120,2022-09-17,25.5,28,23,40,4,2022-09-17 00:00:00,September,5,fall,,,25.437449
5222,475.0,환상숲곶자왈공원,9,107,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,25.428068
2002,183.0,성읍민속마을,4,44,2022-09-07,22.4,23,22,0,4,2022-09-07 00:00:00,September,2,fall,,,25.415504
3728,339.0,제주여미지식물원,5,65,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,25.413532
1741,159.0,서귀포잠수함,5,58,2022-09-10,25.416666666666668,27,24,30,4,2022-09-10 00:00:00,September,5,fall,,,25.411348
1,1.0,1100고지 코스,5,56,2022-09-08,25.541666666666668,29,22,20,4,2022-09-08 00:00:00,September,3,fall,,,25.337458
192,18.0,건강과성박물관,3,38,2022-09-12,25.5,27,24,40,4,2022-09-12 00:00:00,September,0,fall,,,25.335821
1309,120.0,브릭캠퍼스제주,11,121,2022-09-07,23.4,24,23,0,4,2022-09-07 00:00:00,September,2,fall,,,25.322607
1747,159.0,서귀포잠수함,5,64,2022-09-16,26.0,28,24,40,4,2022-09-16 00:00:00,September,4,fall,,,25.242376
3147,287.0,위미항,0,1,2022-09-08,23.95833333333333,28,21,20,4,2022-09-08 00:00:00,September,3,fall,,,25.230387
5275,480.0,휴애리자연생활공원,0,6,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,25.217049
3064,279.0,원앙폭포,5,61,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,25.195372
2888,263.0,외돌개,5,61,2022-09-13,25.5,27,24,80,4,2022-09-13 00:00:00,September,1,fall,,,25.185886
5223,475.0,환상숲곶자왈공원,9,108,2022-09-16,25.0,27,23,40,4,2022-09-16 00:00:00,September,4,fall,,,25.175184
2630,240.0,액티브파크,10,111,2022-09-08,23.541666666666668,27,20,20,4,2022-09-08 00:00:00,September,3,fall,,,25.147861
374,35.0,군산오름,3,33,2022-09-07,22.8,23,22,0,4,2022-09-07 00:00:00,September,2,fall,,,25.107971
847,78.0,돈내코계곡,5,55,2022-09-07,25.0,26,24,0,4,2022-09-07 00:00:00,September,2,fall,,,25.104124
1781,162.0,서귀포항,5,65,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,25.043602
2010,183.0,성읍민속마을,4,52,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,25.035048
4991,454.0,한림항,10,118,2022-09-15,26.0,28,24,40,4,2022-09-15 00:00:00,September,3,fall,,,25.035015
2999,273.0,용연구름다리,11,128,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,25.027369
1745,159.0,서귀포잠수함,5,62,2022-09-14,26.0,28,24,40,4,2022-09-14 00:00:00,September,2,fall,,,25.022543
1858,169.0,선녀와나무꾼테마공원,8,98,2022-09-17,26.0,29,23,40,4,2022-09-17 00:00:00,September,5,fall,,,25.01313
5038,459.0,항몽유적지,7,77,2022-09-07,22.4,23,22,0,4,2022-09-07 00:00:00,September,2,fall,,,25.009106
