title,area_code,r_spotId,date,avgTemp,highTemp,lowTemp,rainProb,weather,predict
제주레일바이크,6,319.0,2022-09-16,25.0,27,23,40,4,52.351574
선녀탕,5,170.0,2022-09-10,25.416666666666668,27,24,30,4,52.206497
헬로키티아일랜드,3,462.0,2022-09-09,24.291666666666668,28,21,20,4,52.157337
애월항,7,238.0,2022-09-09,23.5,26,21,20,4,52.07302
수목원테마파크,11,203.0,2022-09-16,26.0,28,24,40,4,52.071236
보롬왓,4,115.0,2022-09-10,24.666666666666668,26,24,30,4,51.966366
제주레일바이크,6,319.0,2022-09-12,25.0,27,23,40,4,51.960594
수목원테마파크,11,203.0,2022-09-14,26.0,28,24,40,4,51.8514
서귀포치유의숲,5,160.0,2022-09-10,25.416666666666668,27,24,30,4,51.8506
남원큰엉,0,53.0,2022-09-17,26.0,29,23,40,4,51.82633
수목원테마파크,11,203.0,2022-09-09,24.25,26,22,20,4,51.57219
수목원테마파크,11,203.0,2022-09-08,24.5,27,22,20,4,51.525665
제주곶자왈도립공원,1,311.0,2022-09-15,26.0,28,24,40,4,51.430656
용두암해안도로,11,269.0,2022-09-11,25.0,27,23,40,4,51.426216
애월항,7,238.0,2022-09-17,26.0,29,23,40,4,51.29896
법환포구,5,113.0,2022-09-17,26.0,29,23,40,4,51.200897
이호테우말등대,11,297.0,2022-09-07,23.4,24,23,0,4,51.091537
모슬포항,1,101.0,2022-09-14,26.0,28,24,40,4,51.088196
애월항,7,238.0,2022-09-08,23.541666666666668,26,21,20,4,50.942947
중문관광단지,5,383.0,2022-09-13,25.5,27,24,80,4,50.85894
산방산탄산온천,3,139.0,2022-09-08,24.58333333333333,28,21,20,4,50.789726
수목원테마파크,11,203.0,2022-09-15,26.0,28,24,40,4,50.713802
헬로키티아일랜드,3,462.0,2022-09-13,25.5,27,24,80,4,50.65488
애월항,7,238.0,2022-09-11,25.0,27,23,40,4,50.639904
송악산,1,196.0,2022-09-07,22.6,24,22,0,4,50.621582
신화테마파크,3,221.0,2022-09-11,25.0,27,23,40,4,50.444862
애월항,7,238.0,2022-09-10,24.0,26,22,30,4,50.215416
마라도가파도정기여객선,1,94.0,2022-09-07,22.6,24,22,0,4,50.096478
신비의도로,11,214.0,2022-09-11,25.0,27,23,40,4,49.9605
모슬포항,1,101.0,2022-09-15,26.0,28,24,40,4,49.9506
라온프라이빗타운,10,89.0,2022-09-09,23.166666666666668,26,20,20,4,49.949154
용두암해안도로,11,269.0,2022-09-17,26.0,29,23,40,4,49.812138
산방산탄산온천,3,139.0,2022-09-12,25.5,27,24,40,4,49.38676
보롬왓,4,115.0,2022-09-09,23.916666666666668,26,22,30,4,49.32147
수목원길야시장,11,202.0,2022-09-13,25.5,27,24,80,4,49.262115
선녀탕,5,170.0,2022-09-12,25.5,27,24,40,4,49.17062
제주곶자왈도립공원,1,311.0,2022-09-12,25.5,27,24,40,4,49.11102
선녀탕,5,170.0,2022-09-16,26.0,28,24,40,4,49.092255
모슬포항,1,101.0,2022-09-12,25.5,27,24,40,4,49.081715
선녀탕,5,170.0,2022-09-14,26.0,28,24,40,4,48.87242
서귀포치유의숲,5,160.0,2022-09-12,25.5,27,24,40,4,48.814716
용두암해안도로,11,269.0,2022-09-10,24.08333333333333,26,23,30,4,48.728592
더마파크,10,72.0,2022-09-14,26.5,29,24,40,4,48.606735
서귀포치유의숲,5,160.0,2022-09-09,25.041666666666668,28,23,20,4,48.54132
신화테마파크,3,221.0,2022-09-09,24.291666666666668,28,21,20,4,48.393177
제주레일바이크,6,319.0,2022-09-17,25.5,28,23,40,4,48.15996
이호테우말등대,11,297.0,2022-09-13,25.5,27,24,80,4,48.14342
군산오름,3,35.0,2022-09-17,26.0,29,23,40,4,48.01926
선녀탕,5,170.0,2022-09-15,26.0,28,24,40,4,47.73482
서귀포자연휴양림,5,157.0,2022-09-11,25.0,27,23,40,4,47.693733
라온프라이빗타운,10,89.0,2022-09-10,23.875,26,21,30,4,47.593426
서귀포치유의숲,5,160.0,2022-09-08,25.541666666666668,29,22,20,4,47.411247
1100고지 코스,20,,2022-04-01,0.0,0,0,0,6,47.39308
신화테마파크,3,221.0,2022-09-08,24.58333333333333,28,21,20,4,47.263103
애월항,7,238.0,2022-09-12,25.5,27,24,40,4,47.22382
휴애리자연생활공원,0,480.0,2022-09-11,25.0,27,23,40,4,47.173874
애월항,7,238.0,2022-09-16,26.0,28,24,40,4,47.14545
서귀포자연휴양림,5,157.0,2022-09-17,26.0,29,23,40,4,47.117386
서귀포향토오일시장,5,163.0,2022-09-07,25.0,26,24,0,4,47.051003
수목원테마파크,11,203.0,2022-09-07,23.4,24,23,0,4,46.988983
서귀포치유의숲,5,160.0,2022-09-17,26.0,29,23,40,4,46.973442
애월항,7,238.0,2022-09-14,26.0,28,24,40,4,46.925617
제주레일바이크,6,319.0,2022-09-13,25.0,27,23,80,4,46.789223
라온프라이빗타운,10,89.0,2022-09-16,25.0,27,23,40,4,46.635326
김녕미로공원,6,46.0,2022-09-11,25.0,27,23,40,4,46.573708
박물관은살아있다제주중문점,5,108.0,2022-09-17,26.0,29,23,40,4,46.5642
군산오름,3,35.0,2022-09-10,24.83333333333333,28,22,30,4,46.551537
산방산탄산온천,3,139.0,2022-09-17,26.0,29,23,40,4,46.53863
이중섭미술관,5,294.0,2022-09-07,25.0,26,24,0,4,46.47537
용두암해안도로,11,269.0,2022-09-12,25.5,27,24,40,4,46.35618
논짓물,5,60.0,2022-09-16,26.0,28,24,40,4,46.22021
더마파크,10,72.0,2022-09-08,23.541666666666668,27,20,20,4,46.21715
서귀포자연휴양림,5,157.0,2022-09-10,25.416666666666668,27,24,30,4,46.21344
법환포구,5,113.0,2022-09-11,25.0,27,23,40,4,46.100895
용두암해안도로,11,269.0,2022-09-14,26.0,28,24,40,4,46.008705
논짓물,5,60.0,2022-09-14,26.0,28,24,40,4,46.000378
서귀포자연휴양림,5,157.0,2022-09-08,25.541666666666668,29,22,20,4,45.96356
신화테마파크,3,221.0,2022-09-17,26.0,29,23,40,4,45.887733
한담해변,7,440.0,2022-09-17,26.0,29,23,40,4,45.823273
세계자동차&피아노박물관,3,185.0,2022-09-11,25.0,27,23,40,4,45.80471
애월항,7,238.0,2022-09-15,26.0,28,24,40,4,45.78802
휴애리자연생활공원,0,480.0,2022-09-17,26.0,29,23,40,4,45.680687
남원큰엉,0,53.0,2022-09-16,26.0,28,24,40,4,45.57558
붉은오름자연휴양림,4,119.0,2022-09-17,25.5,28,23,40,4,45.51508
남원큰엉,0,53.0,2022-09-11,25.0,27,23,40,4,45.49229
돈내코계곡,5,78.0,2022-09-17,26.0,29,23,40,4,45.447937
남원큰엉,0,53.0,2022-09-14,26.0,28,24,40,4,45.355747
세계자동차&피아노박물관,3,185.0,2022-09-16,26.0,28,24,40,4,45.355095
선녀탕,5,170.0,2022-09-07,25.0,26,24,0,4,45.330616
애월항,7,238.0,2022-09-07,22.4,23,22,0,4,45.18978
라온프라이빗타운,10,89.0,2022-09-11,25.5,28,23,40,4,45.173397
산방산탄산온천,3,139.0,2022-09-16,26.0,28,24,40,4,45.14092
세계자동차&피아노박물관,3,185.0,2022-09-14,26.0,28,24,40,4,45.13526
라온프라이빗타운,10,89.0,2022-09-08,23.541666666666668,27,20,20,4,45.13118
약천사,5,241.0,2022-09-13,25.5,27,24,80,4,45.128677
박물관은살아있다제주중문점,5,108.0,2022-09-07,25.0,26,24,0,4,45.072056
제주레일바이크,6,319.0,2022-09-14,26.0,28,24,40,4,45.04955
신화테마파크,3,221.0,2022-09-10,24.83333333333333,28,22,30,4,44.99846
피규어뮤지엄제주,3,432.0,2022-09-07,22.8,23,22,0,4,44.949863
산방산탄산온천,3,139.0,2022-09-14,26.0,28,24,40,4,44.921085
라온프라이빗타운,10,89.0,2022-09-17,25.5,28,23,40,4,44.88812
용두암해안도로,11,269.0,2022-09-15,26.0,28,24,40,4,44.87111
논짓물,5,60.0,2022-09-15,26.0,28,24,40,4,44.862778
군산오름,3,35.0,2022-09-09,24.291666666666668,28,21,20,4,44.750927
산방산탄산온천,3,139.0,2022-09-13,25.5,27,24,80,4,44.591457
세계자동차&피아노박물관,3,185.0,2022-09-17,26.0,29,23,40,4,44.418056
보롬왓,4,115.0,2022-09-07,22.4,23,22,0,4,44.23262
남원큰엉,0,53.0,2022-09-15,26.0,28,24,40,4,44.21815
송악산,1,196.0,2022-09-16,26.0,28,24,40,4,44.170235
세계자동차&피아노박물관,3,185.0,2022-09-15,26.0,28,24,40,4,43.997658
송악산,1,196.0,2022-09-14,26.0,28,24,40,4,43.9504
제주레일바이크,6,319.0,2022-09-15,26.0,28,24,40,4,43.911953
용두암해안도로,11,269.0,2022-09-16,26.0,28,24,40,4,43.823467
수목원테마파크,11,203.0,2022-09-13,25.5,27,24,80,4,43.820427
더마파크,10,72.0,2022-09-09,23.166666666666668,26,20,20,4,43.786575
산방산탄산온천,3,139.0,2022-09-15,26.0,28,24,40,4,43.783493
한담해변,7,440.0,2022-09-11,25.0,27,23,40,4,43.68976
법환포구,5,113.0,2022-09-08,25.541666666666668,29,22,20,4,43.635094
김녕미로공원,6,46.0,2022-09-08,23.5,26,21,20,4,43.537342
선녀탕,5,170.0,2022-09-13,25.5,27,24,80,4,43.5299
남원큰엉,0,53.0,2022-09-10,24.375,26,23,30,4,43.48341
서귀포치유의숲,5,160.0,2022-09-16,26.0,28,24,40,4,43.38984
메이즈랜드,6,99.0,2022-09-08,23.5,26,21,20,4,43.36593
법환포구,5,113.0,2022-09-16,26.0,28,24,40,4,43.280655
용두암해안도로,11,269.0,2022-09-08,24.5,27,22,20,4,43.22537
용두암해안도로,11,269.0,2022-09-07,23.4,24,23,0,4,43.17838
서귀포자연휴양림,5,157.0,2022-09-12,25.5,27,24,40,4,43.177574
서귀포치유의숲,5,160.0,2022-09-13,25.5,27,24,80,4,43.173985
서귀포치유의숲,5,160.0,2022-09-14,26.0,28,24,40,4,43.170006
더마파크,10,72.0,2022-09-07,22.0,22,22,0,4,43.14146
마라도가파도정기여객선,1,94.0,2022-09-12,25.5,27,24,40,4,43.08583
피규어뮤지엄제주,3,432.0,2022-09-17,26.0,29,23,40,4,43.059433
남원큰엉,0,53.0,2022-09-07,22.8,24,22,0,4,43.054256
논짓물,5,60.0,2022-09-07,25.0,26,24,0,4,43.035793
마라도가파도정기여객선,1,94.0,2022-09-16,26.0,28,24,40,4,43.00746
박물관은살아있다제주중문점,5,108.0,2022-09-16,26.0,28,24,40,4,42.980595
법환포구,5,113.0,2022-09-07,25.0,26,24,0,4,42.949467
송악산,1,196.0,2022-09-15,26.0,28,24,40,4,42.812805
이중섭미술관,5,294.0,2022-09-11,25.0,27,23,40,4,42.79251
마라도가파도정기여객선,1,94.0,2022-09-14,26.0,28,24,40,4,42.78763
박물관은살아있다제주중문점,5,108.0,2022-09-14,26.0,28,24,40,4,42.76076
마라도가파도정기여객선,1,94.0,2022-09-11,25.0,27,23,40,4,42.74254
이중섭미술관,5,294.0,2022-09-17,26.0,29,23,40,4,42.54891
운진항,1,278.0,2022-09-09,24.041666666666668,28,21,20,4,42.50286
마라도가파도정기여객선,1,94.0,2022-09-17,26.0,29,23,40,4,42.498936
새연교,5,153.0,2022-09-07,25.0,26,24,0,4,42.492798
제주공룡랜드,7,310.0,2022-09-17,26.0,29,23,40,4,42.475365
법환포구,5,113.0,2022-09-14,26.0,28,24,40,4,42.384617
신화테마파크,3,221.0,2022-09-12,25.5,27,24,40,4,42.38252
1100고지 코스,20,,2022-04-01,0.0,0,0,0,3,42.348564
서귀포향토오일시장,5,163.0,2022-09-14,26.0,28,24,40,4,42.325382
1100고지 코스,20,,2022-04-01,0.0,0,0,0,4,42.305042
신화테마파크,3,221.0,2022-09-16,26.0,28,24,40,4,42.30415
신비의도로,11,214.0,2022-09-17,26.0,29,23,40,4,42.286587
논짓물,5,60.0,2022-09-11,25.0,27,23,40,4,42.27488
한담해변,7,440.0,2022-09-16,26.0,28,24,40,4,42.23967
제주곶자왈도립공원,1,311.0,2022-09-13,25.5,27,24,80,4,42.20929
세계자동차&피아노박물관,3,185.0,2022-09-10,24.83333333333333,28,22,30,4,42.124252
법환포구,5,113.0,2022-09-09,25.041666666666668,28,23,20,4,42.12339
휴애리자연생활공원,0,480.0,2022-09-16,26.0,28,24,40,4,42.09709
신화테마파크,3,221.0,2022-09-14,26.0,28,24,40,4,42.084316
이중섭미술관,5,294.0,2022-09-10,25.416666666666668,27,24,30,4,42.07956
1100고지 코스,20,,2022-04-01,0.0,0,0,0,6,42.076042
세계자동차&피아노박물관,3,185.0,2022-09-12,25.5,27,24,40,4,42.05587
신화테마파크,3,221.0,2022-09-07,22.8,23,22,0,4,42.05078
서귀포치유의숲,5,160.0,2022-09-15,26.0,28,24,40,4,42.03241
한담해변,7,440.0,2022-09-14,26.0,28,24,40,4,42.019836
퍼시픽랜드마린스테이지,5,423.0,2022-09-07,25.0,26,24,0,4,41.98155
액티브파크,10,240.0,2022-09-11,25.5,28,23,40,4,41.950222
선녀탕,5,170.0,2022-09-11,25.0,27,23,40,4,41.941353
송악산,1,196.0,2022-09-12,25.5,27,24,40,4,41.918224
휴애리자연생활공원,0,480.0,2022-09-14,26.0,28,24,40,4,41.877254
법환포구,5,113.0,2022-09-12,25.5,27,24,40,4,41.832436
붉은오름자연휴양림,4,119.0,2022-09-14,26.0,28,24,40,4,41.711674
마라도가파도정기여객선,1,94.0,2022-09-15,26.0,28,24,40,4,41.650032
서귀포자연휴양림,5,157.0,2022-09-14,26.0,28,24,40,4,41.639023
박물관은살아있다제주중문점,5,108.0,2022-09-15,26.0,28,24,40,4,41.623165
선녀탕,5,170.0,2022-09-09,25.041666666666668,28,23,20,4,41.611713
애월항,7,238.0,2022-09-13,25.5,27,24,80,4,41.5831
논짓물,5,60.0,2022-09-10,25.416666666666668,27,24,30,4,41.561924
한담해변,7,440.0,2022-09-10,24.0,26,22,30,4,41.487995
라온프라이빗타운,10,89.0,2022-09-12,25.5,28,23,40,4,41.42458
운진항,1,278.0,2022-09-08,24.33333333333333,28,21,20,4,41.372787
군산오름,3,35.0,2022-09-08,24.58333333333333,28,21,20,4,41.32176
박물관은살아있다제주중문점,5,108.0,2022-09-11,25.0,27,23,40,4,41.3116
이중섭미술관,5,294.0,2022-09-09,25.041666666666668,28,23,20,4,41.175064
용두암해안도로,11,269.0,2022-09-09,24.25,26,22,20,4,41.126904
1100고지 코스,20,,2022-04-01,0.0,0,0,0,6,40.97913
신화테마파크,3,221.0,2022-09-15,26.0,28,24,40,4,40.94672
더마파크,10,72.0,2022-09-11,25.5,28,23,40,4,40.936813
운진항,1,278.0,2022-09-07,22.6,24,22,0,4,40.925877
한담해변,7,440.0,2022-09-15,26.0,28,24,40,4,40.88224
서귀포자연휴양림,5,157.0,2022-09-09,25.041666666666668,28,23,20,4,40.853966
제주공룡랜드,7,310.0,2022-09-11,25.0,27,23,40,4,40.821846
닭머르해안길,8,65.0,2022-09-11,25.0,27,23,40,4,40.816517
휴애리자연생활공원,0,480.0,2022-09-15,26.0,28,24,40,4,40.73966
박물관은살아있다제주중문점,5,108.0,2022-09-10,25.416666666666668,27,24,30,4,40.59864
닭머르해안길,8,65.0,2022-09-17,26.0,29,23,40,4,40.572906
한담해변,7,440.0,2022-09-09,23.5,26,21,20,4,40.562534
1100고지 코스,20,,2022-04-01,0.0,0,0,0,6,40.55821
서귀포자연휴양림,5,157.0,2022-09-15,26.0,28,24,40,4,40.50144
법환포구,5,113.0,2022-09-15,26.0,28,24,40,4,40.49815
판포포구,9,422.0,2022-09-07,23.0,23,23,0,4,40.372913
군산오름,3,35.0,2022-09-11,25.0,27,23,40,4,40.326622
군산오름,3,35.0,2022-09-16,26.0,28,24,40,4,40.214657
용두암해안도로,11,269.0,2022-09-13,25.5,27,24,80,4,40.170353
원앙폭포,5,279.0,2022-09-08,25.541666666666668,29,22,20,4,40.14398
퍼시픽랜드마린스테이지,5,423.0,2022-09-11,25.0,27,23,40,4,40.115704
휴애리자연생활공원,0,480.0,2022-09-10,24.375,26,23,30,4,40.05666
1100고지 코스,20,,2022-04-01,0.0,0,0,0,1,40.054634
이중섭미술관,5,294.0,2022-09-08,25.541666666666668,29,22,20,4,40.04499
라온프라이빗타운,10,89.0,2022-09-15,26.0,28,24,40,4,39.98878
붉은오름자연휴양림,4,119.0,2022-09-11,25.0,27,23,40,4,39.98618
더마파크,10,72.0,2022-09-10,23.875,26,21,30,4,39.948082
한담해변,7,440.0,2022-09-12,25.5,27,24,40,4,39.940918
신비의도로,11,214.0,2022-09-10,24.08333333333333,26,23,30,4,39.91861
피규어뮤지엄제주,3,432.0,2022-09-09,24.291666666666668,28,21,20,4,39.79454
논짓물,5,60.0,2022-09-09,25.041666666666668,28,23,20,4,39.766464
새연교,5,153.0,2022-09-10,25.416666666666668,27,24,30,4,39.747875
메이즈랜드,6,99.0,2022-09-11,25.0,27,23,40,4,39.741684
피규어뮤지엄제주,3,432.0,2022-09-11,25.0,27,23,40,4,39.73656
새연교,5,153.0,2022-09-17,26.0,29,23,40,4,39.613632
1100고지 코스,20,,2022-04-01,0.0,0,0,0,5,39.565742
화순금모래해변,3,470.0,2022-09-11,25.0,27,23,40,4,39.48701
피규어뮤지엄제주,3,432.0,2022-09-16,26.0,28,24,40,4,39.47587
한담해변,7,440.0,2022-09-08,23.541666666666668,26,21,20,4,39.43246
1100고지 코스,20,,2022-04-01,0.0,0,0,0,6,39.36785
원앙폭포,5,279.0,2022-09-07,25.0,26,24,0,4,39.293373
제주공룡랜드,7,310.0,2022-09-09,23.5,26,21,20,4,39.29054
피규어뮤지엄제주,3,432.0,2022-09-14,26.0,28,24,40,4,39.256035
군산오름,3,35.0,2022-09-14,26.0,28,24,40,4,39.20631
세계자동차&피아노박물관,3,185.0,2022-09-09,24.291666666666668,28,21,20,4,39.141525
붉은오름자연휴양림,4,119.0,2022-09-15,26.0,28,24,40,4,39.03169
1100고지 코스,20,,2022-04-01,0.0,0,0,0,6,39.007507
이중섭미술관,5,294.0,2022-09-16,26.0,28,24,40,4,38.96531
새연교,5,153.0,2022-09-11,25.0,27,23,40,4,38.809937
더마파크,10,72.0,2022-09-17,25.5,28,23,40,4,38.794792
퍼시픽랜드마린스테이지,5,423.0,2022-09-17,26.0,29,23,40,4,38.760315
퍼시픽랜드마린스테이지,5,423.0,2022-09-10,25.416666666666668,27,24,30,4,38.757458
이중섭미술관,5,294.0,2022-09-14,26.0,28,24,40,4,38.745476
한라산등산로영실탐방로,5,446.0,2022-09-17,26.0,29,23,40,4,38.702274
서귀포자연휴양림,5,157.0,2022-09-16,26.0,28,24,40,4,38.644234
세계자동차&피아노박물관,3,185.0,2022-09-07,22.8,23,22,0,4,38.437748
모슬포항,1,101.0,2022-09-13,25.5,27,24,80,4,38.395008
더마파크,10,72.0,2022-09-15,26.0,28,24,40,4,38.31208
외돌개,5,263.0,2022-09-07,25.0,26,24,0,4,38.293453
액티브파크,10,240.0,2022-09-17,25.5,28,23,40,4,38.280354
한라산등산로영실탐방로,5,446.0,2022-09-10,25.416666666666668,27,24,30,4,38.232925
제주공룡랜드,7,310.0,2022-09-08,23.541666666666668,26,21,20,4,38.16046
도두봉,11,74.0,2022-09-17,26.0,29,23,40,4,38.13504
제주공룡랜드,7,310.0,2022-09-10,24.0,26,22,30,4,38.12809
화순금모래해변,3,470.0,2022-09-10,24.83333333333333,28,22,30,4,38.127914
박물관은살아있다제주중문점,5,108.0,2022-09-09,25.041666666666668,28,23,20,4,38.0762
피규어뮤지엄제주,3,432.0,2022-09-08,24.58333333333333,28,21,20,4,38.07243
퍼시픽랜드마린스테이지,5,423.0,2022-09-09,25.041666666666668,28,23,20,4,38.031754
세계자동차&피아노박물관,3,185.0,2022-09-08,24.58333333333333,28,21,20,4,38.01145
홍조단괴해빈,2,467.0,2022-09-08,24.33333333333333,26,23,20,4,37.93546
논짓물,5,60.0,2022-09-12,25.5,27,24,40,4,37.932346
남원큰엉,0,53.0,2022-09-12,25.5,27,24,40,4,37.923157
신비의도로,11,214.0,2022-09-08,24.5,27,22,20,4,37.907948
천진항,2,401.0,2022-09-11,25.0,27,23,40,4,37.663944
휴애리자연생활공원,0,480.0,2022-09-12,25.5,27,24,40,4,37.634975
이중섭미술관,5,294.0,2022-09-15,26.0,28,24,40,4,37.60788
신비의도로,11,214.0,2022-09-09,24.25,26,22,20,4,37.600517
박물관은살아있다제주중문점,5,108.0,2022-09-12,25.5,27,24,40,4,37.562775
마라도가는여객선,1,93.0,2022-09-09,24.041666666666668,28,21,20,4,37.46626
메이즈랜드,6,99.0,2022-09-17,25.5,28,23,40,4,37.423695
항몽유적지,7,459.0,2022-09-11,25.0,27,23,40,4,37.310913
새연교,5,153.0,2022-09-09,25.041666666666668,28,23,20,4,37.192497
화순금모래해변,3,470.0,2022-09-09,24.291666666666668,28,21,20,4,37.110584
닭머르해안길,8,65.0,2022-09-12,25.5,27,24,40,4,37.067673
라온프라이빗타운,10,89.0,2022-09-14,26.5,29,24,40,4,37.055008
도두봉,11,74.0,2022-09-10,24.08333333333333,26,23,30,4,37.051495
닭머르해안길,8,65.0,2022-09-08,23.125,25,21,20,4,37.010994
닭머르해안길,8,65.0,2022-09-16,26.0,28,24,40,4,36.989307
군산오름,3,35.0,2022-09-12,25.5,27,24,40,4,36.981525
라온프라이빗타운,10,89.0,2022-09-13,25.5,28,23,80,4,36.97115
박물관은살아있다제주중문점,5,108.0,2022-09-08,25.541666666666668,29,22,20,4,36.946125
백약이오름,4,112.0,2022-09-11,25.0,27,23,40,4,36.90347
닭머르해안길,8,65.0,2022-09-14,26.0,28,24,40,4,36.769474
피규어뮤지엄제주,3,432.0,2022-09-15,26.0,28,24,40,4,36.74133
새연교,5,153.0,2022-09-08,25.541666666666668,29,22,20,4,36.730186
도두봉,11,74.0,2022-09-11,25.0,27,23,40,4,36.712955
본태박물관,3,117.0,2022-09-17,26.0,29,23,40,4,36.587414
본태박물관,3,117.0,2022-09-10,24.83333333333333,28,22,30,4,36.587414
군산오름,3,35.0,2022-09-15,26.0,28,24,40,4,36.558132
신비의도로,11,214.0,2022-09-12,25.5,27,24,40,4,36.55269
제주워터서커스,6,356.0,2022-09-11,25.0,27,23,40,4,36.5277
신비의도로,11,214.0,2022-09-16,26.0,28,24,40,4,36.47431
넥슨컴퓨터박물관,11,54.0,2022-09-10,24.08333333333333,26,23,30,4,36.440872
세계자동차&피아노박물관,3,185.0,2022-09-13,25.5,27,24,80,4,36.415146
운진항,1,278.0,2022-09-10,24.625,28,21,30,4,36.38982
더마파크,10,72.0,2022-09-12,25.5,28,23,40,4,36.38475
법환포구,5,113.0,2022-09-13,25.5,27,24,80,4,36.383457
퍼시픽랜드마린스테이지,5,423.0,2022-09-12,25.5,27,24,40,4,36.36687
마라도가는여객선,1,93.0,2022-09-08,24.33333333333333,28,21,20,4,36.336185
천진항,2,401.0,2022-09-17,25.5,28,23,40,4,36.318325
새연교,5,153.0,2022-09-16,26.0,28,24,40,4,36.254105
백약이오름,4,112.0,2022-09-17,25.5,28,23,40,4,36.24884
붉은오름자연휴양림,4,119.0,2022-09-08,23.95833333333333,27,22,20,4,36.16769
새연교,5,153.0,2022-09-14,26.0,28,24,40,4,36.034283
피규어뮤지엄제주,3,432.0,2022-09-12,25.5,27,24,40,4,35.987747
화순금모래해변,3,470.0,2022-09-08,24.58333333333333,28,21,20,4,35.980522
외돌개,5,263.0,2022-09-11,25.0,27,23,40,4,35.910038
백약이오름,4,112.0,2022-09-10,24.666666666666668,26,24,30,4,35.908485
붉은오름자연휴양림,4,119.0,2022-09-07,22.4,23,22,0,4,35.895386
퍼시픽랜드마린스테이지,5,423.0,2022-09-16,26.0,28,24,40,4,35.822014
도두항,11,76.0,2022-09-11,25.0,27,23,40,4,35.735214
넥슨컴퓨터박물관,11,54.0,2022-09-11,25.0,27,23,40,4,35.72714
신비의도로,11,214.0,2022-09-07,23.4,24,23,0,4,35.651287
닭머르해안길,8,65.0,2022-09-15,26.0,28,24,40,4,35.631878
더마파크,10,72.0,2022-09-16,25.0,27,23,40,4,35.588882
수월봉,9,206.0,2022-09-11,25.5,28,23,40,4,35.566975
도두항,11,76.0,2022-09-17,26.0,29,23,40,4,35.51119
돈내코계곡,5,78.0,2022-09-08,25.541666666666668,29,22,20,4,35.341396
송악산,1,196.0,2022-09-13,25.5,27,24,80,4,35.272625
도두봉,11,74.0,2022-09-12,25.5,27,24,40,4,35.271183
퍼시픽랜드마린스테이지,5,423.0,2022-09-08,25.541666666666668,29,22,20,4,35.205627
외돌개,5,263.0,2022-09-10,25.416666666666668,27,24,30,4,35.197086
액티브파크,10,240.0,2022-09-16,25.0,27,23,40,4,35.16608
신비의도로,11,214.0,2022-09-14,26.0,28,24,40,4,35.091988
피규어뮤지엄제주,3,432.0,2022-09-10,24.83333333333333,28,22,30,4,35.024567
운진항,1,278.0,2022-09-17,26.0,29,23,40,4,34.907227
화순금모래해변,3,470.0,2022-09-12,25.5,27,24,40,4,34.90705
새연교,5,153.0,2022-09-15,26.0,28,24,40,4,34.89667
하우목동항,2,438.0,2022-09-08,24.33333333333333,26,23,20,4,34.845566
제주민속촌,4,325.0,2022-09-13,25.0,27,23,80,4,34.82683
액티브파크,10,240.0,2022-09-12,25.5,28,23,40,4,34.7751
천진항,2,401.0,2022-09-10,25.0,26,24,30,4,34.765423
김녕미로공원,6,46.0,2022-09-17,25.5,28,23,40,4,34.764828
도두봉,11,74.0,2022-09-09,24.25,26,22,20,4,34.760654
도두봉,11,74.0,2022-09-08,24.5,27,22,20,4,34.714138
새연교,5,153.0,2022-09-12,25.5,27,24,40,4,34.689312
한담해변,7,440.0,2022-09-07,22.4,23,22,0,4,34.673958
항몽유적지,7,459.0,2022-09-09,23.5,26,21,20,4,34.61196
제주워터서커스,6,356.0,2022-09-16,25.0,27,23,40,4,34.607086
도두봉,11,74.0,2022-09-16,26.0,28,24,40,4,34.551468
원앙폭포,5,279.0,2022-09-11,25.0,27,23,40,4,34.52697
외돌개,5,263.0,2022-09-17,26.0,29,23,40,4,34.522728
세화민속오일시장,6,188.0,2022-09-14,26.0,28,24,40,4,34.501255
도두항,11,76.0,2022-09-10,24.08333333333333,26,23,30,4,34.408077
이중섭미술관,5,294.0,2022-09-13,25.5,27,24,80,4,34.395527
닭머르해안길,8,65.0,2022-09-09,22.875,25,21,30,4,34.39473
메이즈랜드,6,99.0,2022-09-07,22.0,22,22,0,4,34.371334
하우목동항,2,438.0,2022-09-17,25.5,28,23,40,4,34.34288
도두봉,11,74.0,2022-09-14,26.0,28,24,40,4,34.331627
닭머르해안길,8,65.0,2022-09-10,23.25,24,22,30,4,34.331295
제주워터서커스,6,356.0,2022-09-17,25.5,28,23,40,4,34.32148
메이즈랜드,6,99.0,2022-09-16,25.0,27,23,40,4,34.309437
화조원,7,474.0,2022-09-11,25.0,27,23,40,4,34.298542
항몽유적지,7,459.0,2022-09-10,24.0,26,22,30,4,34.273594
한림항,10,454.0,2022-09-10,23.875,26,21,30,4,34.25918
메이즈랜드,6,99.0,2022-09-12,25.0,27,23,40,4,33.918453
화조원,7,474.0,2022-09-09,23.5,26,21,20,4,33.90278
붉은오름자연휴양림,4,119.0,2022-09-16,25.0,27,23,40,4,33.898827
본태박물관,3,117.0,2022-09-11,25.0,27,23,40,4,33.882286
신화테마파크,3,221.0,2022-09-13,25.5,27,24,80,4,33.853123
원앙폭포,5,279.0,2022-09-10,25.416666666666668,27,24,30,4,33.814014
퍼시픽랜드마린스테이지,5,423.0,2022-09-14,26.0,28,24,40,4,33.785175
화순금모래해변,3,470.0,2022-09-16,26.0,28,24,40,4,33.713196
메이즈랜드,6,99.0,2022-09-10,24.125,25,23,30,4,33.62884
